"region","index","alpha_frac","gamma_frac","delta_frac","omicron_frac","other_frac"
"San Joaquin Valley Consortium (SJVC)",2022-06-19,0,0,0,1,0
"Southern California Health Officers",2022-06-19,0,0,0,1,0
"California",2022-06-19,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-20,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-20,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-20,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-20,0,0,0,1,0
"Southern California Health Officers",2022-06-20,0,0,0,1,0
"California",2022-06-20,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-21,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-21,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-21,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-21,0,0,0,1,0
"Southern California Health Officers",2022-06-21,0,0,0,1,0
"California",2022-06-21,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-22,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-22,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-22,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-22,0,0,0,1,0
"Southern California Health Officers",2022-06-22,0,0,0,1,0
"California",2022-06-22,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-23,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-23,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-23,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-23,0,0,0,1,0
"Southern California Health Officers",2022-06-23,0,0,0,1,0
"California",2022-06-23,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-24,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-24,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-24,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-24,0,0,0,1,0
"Southern California Health Officers",2022-06-24,0,0,0,1,0
"California",2022-06-24,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-25,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-25,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-25,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-25,0,0,0,1,0
"Southern California Health Officers",2022-06-25,0,0,0,1,0
"California",2022-06-25,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-26,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-26,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-26,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-26,0,0,0,1,0
"Southern California Health Officers",2022-06-26,0,0,0,1,0
"California",2022-06-26,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-27,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-27,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-27,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-27,0,0,0,1,0
"Southern California Health Officers",2022-06-27,0,0,0,1,0
"California",2022-06-27,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-28,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-28,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-28,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-28,0,0,0,1,0
"Southern California Health Officers",2022-06-28,0,0,0,1,0
"California",2022-06-28,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-29,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-29,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-29,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-29,0,0,0,1,0
"Southern California Health Officers",2022-06-29,0,0,0,1,0
"California",2022-06-29,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-06-30,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-06-30,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-06-30,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-06-30,0,0,0,1,0
"Southern California Health Officers",2022-06-30,0,0,0,1,0
"California",2022-06-30,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-01,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-01,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-01,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-01,0,0,0,1,0
"Southern California Health Officers",2022-07-01,0,0,0,1,0
"California",2022-07-01,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-02,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-02,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-02,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-02,0,0,0,1,0
"Southern California Health Officers",2022-07-02,0,0,0,1,0
"California",2022-07-02,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-03,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-03,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-03,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-03,0,0,0,1,0
"Southern California Health Officers",2022-07-03,0,0,0,1,0
"California",2022-07-03,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-04,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-04,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-04,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-04,0,0,0,1,0
"Southern California Health Officers",2022-07-04,0,0,0,1,0
"California",2022-07-04,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-05,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-05,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-05,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-05,0,0,0,1,0
"Southern California Health Officers",2022-07-05,0,0,0,1,0
"California",2022-07-05,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-06,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-06,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-06,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-06,0,0,0,1,0
"Southern California Health Officers",2022-07-06,0,0,0,1,0
"California",2022-07-06,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-07,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-07,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-07,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-07,0,0,0,1,0
"Southern California Health Officers",2022-07-07,0,0,0,1,0
"California",2022-07-07,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-08,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-08,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-08,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-08,0,0,0,1,0
"Southern California Health Officers",2022-07-08,0,0,0,1,0
"California",2022-07-08,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-09,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-09,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-09,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-09,0,0,0,1,0
"Southern California Health Officers",2022-07-09,0,0,0,1,0
"California",2022-07-09,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-10,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-10,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-10,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-10,0,0,0,1,0
"Southern California Health Officers",2022-07-10,0,0,0,1,0
"California",2022-07-10,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-07-11,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-07-11,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-07-11,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-07-11,0,0,0,1,0
"Southern California Health Officers",2022-07-11,0,0,0,1,0
"California",2022-07-11,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-04,0,0.00193798449612403,0,0.998062015503876,0
"Greater Sacramento Region Health Officers",2022-04-04,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-04,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-04,0,0,0,1,0
"Southern California Health Officers",2022-04-04,0,0,0,1,0
"California",2022-04-04,0,0.00102406554019457,0,0.998975934459805,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-05,0,0.00187617260787993,0,0.99812382739212,0
"Greater Sacramento Region Health Officers",2022-04-05,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-05,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-05,0,0,0,1,0
"Southern California Health Officers",2022-04-05,0,0,0,1,0
"California",2022-04-05,0,0.000994530084535057,0,0.999005469915465,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-06,0,0.00173010380622837,0,0.998269896193772,0
"Greater Sacramento Region Health Officers",2022-04-06,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-06,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-06,0,0,0,1,0
"Southern California Health Officers",2022-04-06,0,0,0,1,0
"California",2022-04-06,0,0.000931966449207829,0,0.999068033550792,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-07,0,0.00156494522691706,0,0.998435054773083,0
"Greater Sacramento Region Health Officers",2022-04-07,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-07,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-07,0,0,0,1,0
"Southern California Health Officers",2022-04-07,0,0,0,1,0
"California",2022-04-07,0,0.000847457627118644,0,0.999152542372881,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-08,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-04-08,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-08,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-08,0,0,0,1,0
"Southern California Health Officers",2022-04-08,0,0,0,1,0
"California",2022-04-08,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-09,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-04-09,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-09,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-09,0,0,0,1,0
"Southern California Health Officers",2022-04-09,0,0,0,1,0
"California",2022-04-09,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-10,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-04-10,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-10,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-10,0,0,0,1,0
"Southern California Health Officers",2022-04-10,0,0,0,1,0
"California",2022-04-10,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-11,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-04-11,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-11,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-11,0,0,0,1,0
"Southern California Health Officers",2022-04-11,0,0,0,1,0
"California",2022-04-11,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-27,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-27,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-27,0,0,0.0384615384615385,0.961538461538461,0
"San Joaquin Valley Consortium (SJVC)",2022-03-27,0,0,0,1,0
"Southern California Health Officers",2022-03-27,0,0,0,1,0
"California",2022-03-27,0,0,0.000580046403712297,0.999419953596288,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-28,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-28,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-28,0,0,0.0357142857142857,0.964285714285714,0
"San Joaquin Valley Consortium (SJVC)",2022-03-28,0,0,0,1,0
"Southern California Health Officers",2022-03-28,0,0,0,1,0
"California",2022-03-28,0,0,0.000582750582750583,0.999417249417249,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-29,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-29,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-29,0,0,0.0434782608695652,0.956521739130435,0
"San Joaquin Valley Consortium (SJVC)",2022-03-29,0,0,0,1,0
"Southern California Health Officers",2022-03-29,0,0,0,1,0
"California",2022-03-29,0,0,0.000580720092915215,0.999419279907085,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-30,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-30,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-30,0,0,0.0476190476190476,0.952380952380952,0
"San Joaquin Valley Consortium (SJVC)",2022-03-30,0,0,0,1,0
"Southern California Health Officers",2022-03-30,0,0,0,1,0
"California",2022-03-30,0,0,0.000543773790103317,0.999456226209897,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-31,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-31,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-31,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-31,0,0,0,1,0
"Southern California Health Officers",2022-03-31,0,0,0,1,0
"California",2022-03-31,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-01,0,0.00213447171824973,0,0.99786552828175,0
"Greater Sacramento Region Health Officers",2022-04-01,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-01,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-01,0,0,0,1,0
"Southern California Health Officers",2022-04-01,0,0,0,1,0
"California",2022-04-01,0,0.00113314447592068,0,0.998866855524079,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-02,0,0.00221483942414175,0,0.997785160575858,0
"Greater Sacramento Region Health Officers",2022-04-02,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-02,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-02,0,0,0,1,0
"Southern California Health Officers",2022-04-02,0,0,0,1,0
"California",2022-04-02,0,0.00115141047783535,0,0.998848589522165,0
"Association of Bay Area Health Officers (ABAHO)",2022-04-03,0,0.0022075055187638,0,0.997792494481236,0
"Greater Sacramento Region Health Officers",2022-04-03,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-04-03,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-04-03,0,0,0,1,0
"Southern California Health Officers",2022-04-03,0,0,0,1,0
"California",2022-04-03,0,0.00114810562571757,0,0.998851894374283,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-19,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-19,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-19,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-19,0,0,0.00454545454545455,0.995454545454546,0
"Southern California Health Officers",2022-03-19,0,0,0,1,0
"California",2022-03-19,0,0,0.000666222518321119,0.999333777481679,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-20,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-20,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-20,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-20,0,0,0.00452488687782806,0.995475113122172,0
"Southern California Health Officers",2022-03-20,0,0,0,1,0
"California",2022-03-20,0,0,0.000670690811535882,0.999329309188464,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-21,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-21,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-21,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-21,0,0,0.00450450450450451,0.995495495495495,0
"Southern California Health Officers",2022-03-21,0,0,0,1,0
"California",2022-03-21,0,0,0.0006426735218509,0.999357326478149,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-22,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-22,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-22,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-22,0,0,0,1,0
"Southern California Health Officers",2022-03-22,0,0,0,1,0
"California",2022-03-22,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-23,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-23,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-23,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-03-23,0,0,0,1,0
"Southern California Health Officers",2022-03-23,0,0,0,1,0
"California",2022-03-23,0,0,0,1,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-24,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-24,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-24,0,0,0.0434782608695652,0.956521739130435,0
"San Joaquin Valley Consortium (SJVC)",2022-03-24,0,0,0,1,0
"Southern California Health Officers",2022-03-24,0,0,0,1,0
"California",2022-03-24,0,0,0.000587199060481503,0.999412800939518,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-25,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-25,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-25,0,0,0.04,0.96,0
"San Joaquin Valley Consortium (SJVC)",2022-03-25,0,0,0,1,0
"Southern California Health Officers",2022-03-25,0,0,0,1,0
"California",2022-03-25,0,0,0.000591715976331361,0.999408284023669,0
"Association of Bay Area Health Officers (ABAHO)",2022-03-26,0,0,0,1,0
"Greater Sacramento Region Health Officers",2022-03-26,0,0,0,1,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-03-26,0,0,0.0434782608695652,0.956521739130435,0
"San Joaquin Valley Consortium (SJVC)",2022-03-26,0,0,0,1,0
